text,emotion
"Outside patio is basically closed all summer. Has this bar heard of misters? The man vs. food hot dog is there, but it's not a challenge anymore. Now, you just pay $25 and get a few high fives from people like me who see you finish the Big Unit No game day beer specials. If your a bar near a ballpark, have some beer specials, not just happy hour.",neutral
i feel kind of heartless when my classmates are saddened by a particular situation and i am not,hate
i can feel it looked more charming than,fun
i put up walls i just try to fight the feelings and yell myself that i hated him for not loving me enough and being unwilling to put more effort into our relationship and blah blah blah,hate
it was in march when one of my fellow students borrowed my wristwatch and after sometime he broke a glass of that watch i got angry when he was telling me but the anger didnt take long to fade,hate
i get so irritated with the fact that i am a feeling emotional person but can t cope with feelings of rejection,sadness
i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple,surprise
i remember feeling lovely to know that the babies can hear what their mothers talk to them before born,happiness
im with my grandparents i feel like the time is very precious,fun
i hope so because otherwise i am feeling all irritated and angry for reasons,hate
i came out on the other side feeling stronger and more compassionate to others,happiness
i called my parents tonight as per our usual ritual but it just left me feeling annoyed with them,hate
"Nice little brewery/restaurant on Fremont street. The beer selection was limited and they were out  of one of the beers I wanted and the other beer was reserved for ""members only"" which costs $125 to become a member???? Not sure why you would list a beer that was unavailable to the public.......  bar tenders weren't very helpful but the waitress we had was amazing. The other customers were very friendly and nice. So, I give them 3 stars, for attracting pleasant customers and having a very friendly waitress.",neutral
"Great service. Naveed was our server and he was great. The service greatly compensated for everything else, which is why I rate this a 3. Food took a while and it was average. Steak was too fatty. Nothing special about this place. A little over priced too. But again, service was great and we were seated quickly. I wouldn't come back unless I had to, given that vegas is full of places to eat",neutral
i am feeling stressed,sadness
i cant imagine the agony those folks feel waiting for news about their own sentimental things,sadness
i feel like they just feel guilty for treating me badly and i dont really want to go back as i wont get on the league proper anyway due to my inability to make every practice and service hours despite being a very good skater and having a good attitude toward the practices i can make,sadness
